date,state,predicted_count,type
2028-04-30,Jharkhand,22.593315,forecast
2028-05-31,Jharkhand,21.75338,forecast
2028-06-30,Jharkhand,22.035423,forecast
2028-07-31,Jharkhand,24.814688,forecast
2028-08-31,Jharkhand,26.173439,forecast
2028-09-30,Jharkhand,25.601654,forecast
2028-10-31,Jharkhand,25.965927,forecast
2028-11-30,Jharkhand,26.630928,forecast
2028-12-31,Jharkhand,26.569973,forecast
2029-01-31,Jharkhand,19.927122,forecast
2029-02-28,Jharkhand,17.923714,forecast
2029-03-31,Jharkhand,25.280699,forecast
2029-04-30,Jharkhand,22.593315,forecast
2029-05-31,Jharkhand,21.75338,forecast
2029-06-30,Jharkhand,22.035423,forecast
2029-07-31,Jharkhand,24.814688,forecast
2029-08-31,Jharkhand,26.173439,forecast
2029-09-30,Jharkhand,25.601654,forecast
2029-10-31,Jharkhand,25.965927,forecast
2029-11-30,Jharkhand,26.630928,forecast
2029-12-31,Jharkhand,26.569973,forecast
2030-01-31,Jharkhand,19.927122,forecast
2030-02-28,Jharkhand,17.923714,forecast
2030-03-31,Jharkhand,25.280699,forecast
2030-04-30,Jharkhand,22.593315,forecast
2030-05-31,Jharkhand,21.75338,forecast
2030-06-30,Jharkhand,22.035423,forecast
2030-07-31,Jharkhand,24.814688,forecast
2030-08-31,Jharkhand,26.173439,forecast
2030-09-30,Jharkhand,25.601654,forecast
2030-10-31,Jharkhand,25.965927,forecast
2030-11-30,Jharkhand,26.630928,forecast
2030-12-31,Jharkhand,26.569973,forecast
2026-01-31,Bihar,170.95084,forecast
2026-02-28,Bihar,221.1381,forecast
2026-03-31,Bihar,218.69218,forecast
2026-04-30,Bihar,210.16086,forecast
2026-05-31,Bihar,212.5012,forecast
2026-06-30,Bihar,209.9278,forecast
2026-07-31,Bihar,196.87282,forecast
2026-08-31,Bihar,232.53064,forecast
2026-09-30,Bihar,230.75012,forecast
2026-10-31,Bihar,227.5275,forecast
2026-11-30,Bihar,221.67114,forecast
2026-12-31,Bihar,208.08257,forecast
2027-01-31,Bihar,190.87654,forecast
2027-02-28,Bihar,228.11157,forecast
2027-03-31,Bihar,228.57956,forecast
2027-04-30,Bihar,225.74937,forecast
2027-05-31,Bihar,221.29211,forecast
2027-06-30,Bihar,221.2407,forecast
2027-07-31,Bihar,190.4731,forecast
2027-08-31,Bihar,233.36559,forecast
2027-09-30,Bihar,230.43285,forecast
2027-10-31,Bihar,230.74721,forecast
2027-11-30,Bihar,224.0559,forecast
2027-12-31,Bihar,211.06754,forecast
2028-01-31,Bihar,190.21083,forecast
2028-02-29,Bihar,228.11157,forecast
2028-03-31,Bihar,228.39748,forecast
2028-04-30,Bihar,225.74937,forecast
2028-05-31,Bihar,222.12706,forecast
2028-06-30,Bihar,221.2407,forecast
2028-07-31,Bihar,190.4731,forecast
2028-08-31,Bihar,233.36559,forecast
2028-09-30,Bihar,230.43285,forecast
2028-10-31,Bihar,230.74721,forecast
2028-11-30,Bihar,224.89084,forecast
2028-12-31,Bihar,211.06754,forecast
2029-01-31,Bihar,190.21083,forecast
2029-02-28,Bihar,228.11157,forecast
2029-03-31,Bihar,228.39748,forecast
2029-04-30,Bihar,225.74937,forecast
2029-05-31,Bihar,222.12706,forecast
2029-06-30,Bihar,221.2407,forecast
2029-07-31,Bihar,190.4731,forecast
2029-08-31,Bihar,233.36559,forecast
2029-09-30,Bihar,230.43285,forecast
2029-10-31,Bihar,230.74721,forecast
2029-11-30,Bihar,224.89084,forecast
2029-12-31,Bihar,211.06754,forecast
2030-01-31,Bihar,190.21083,forecast
2030-02-28,Bihar,228.11157,forecast
2030-03-31,Bihar,228.39748,forecast
2030-04-30,Bihar,225.74937,forecast
2030-05-31,Bihar,222.12706,forecast
2030-06-30,Bihar,221.2407,forecast
2030-07-31,Bihar,190.4731,forecast
2030-08-31,Bihar,233.36559,forecast
2030-09-30,Bihar,230.43285,forecast
2030-10-31,Bihar,230.74721,forecast
2030-11-30,Bihar,224.89084,forecast
2030-12-31,Bihar,211.06754,forecast
2026-01-31,Assam,92.23566,forecast
2026-02-28,Assam,68.72008,forecast
2026-03-31,Assam,73.57848,forecast
2026-04-30,Assam,64.09745,forecast
2026-05-31,Assam,68.132866,forecast
2026-06-30,Assam,67.06571,forecast
2026-07-31,Assam,77.67631,forecast
2026-08-31,Assam,71.00553,forecast
2026-09-30,Assam,76.47684,forecast
2026-10-31,Assam,71.14799,forecast
2026-11-30,Assam,73.37664,forecast
2026-12-31,Assam,69.92415,forecast
2027-01-31,Assam,69.88443,forecast
2027-02-28,Assam,64.99082,forecast
2027-03-31,Assam,77.64343,forecast
2027-04-30,Assam,65.17133,forecast
2027-05-31,Assam,68.82151,forecast
2027-06-30,Assam,65.06277,forecast
2027-07-31,Assam,73.2958,forecast
2027-08-31,Assam,71.61578,forecast
2027-09-30,Assam,76.52793,forecast
2027-10-31,Assam,69.7831,forecast
2027-11-30,Assam,75.830055,forecast
2027-12-31,Assam,68.903564,forecast
2028-01-31,Assam,69.13981,forecast
2028-02-29,Assam,63.63718,forecast
2028-03-31,Assam,77.64343,forecast
2028-04-30,Assam,65.17133,forecast
2028-05-31,Assam,68.82151,forecast
2028-06-30,Assam,65.06277,forecast
2028-07-31,Assam,73.2958,forecast
2028-08-31,Assam,71.61578,forecast
2028-09-30,Assam,76.52793,forecast
2028-10-31,Assam,69.7831,forecast
2028-11-30,Assam,75.830055,forecast
2028-12-31,Assam,68.903564,forecast
2029-01-31,Assam,69.13981,forecast
2029-02-28,Assam,63.63718,forecast
2029-03-31,Assam,77.64343,forecast
2029-04-30,Assam,65.17133,forecast
2029-05-31,Assam,68.82151,forecast
2029-06-30,Assam,65.06277,forecast
2029-07-31,Assam,73.2958,forecast
2029-08-31,Assam,71.61578,forecast
2029-09-30,Assam,76.52793,forecast
2029-10-31,Assam,69.7831,forecast
2029-11-30,Assam,75.830055,forecast
2029-12-31,Assam,68.903564,forecast
2030-01-31,Assam,69.13981,forecast
2030-02-28,Assam,63.63718,forecast
2030-03-31,Assam,77.64343,forecast
2030-04-30,Assam,65.17133,forecast
2030-05-31,Assam,68.82151,forecast
2030-06-30,Assam,65.06277,forecast
2030-07-31,Assam,73.2958,forecast
2030-08-31,Assam,71.61578,forecast
2030-09-30,Assam,76.52793,forecast
2030-10-31,Assam,69.7831,forecast
2030-11-30,Assam,75.830055,forecast
2030-12-31,Assam,68.903564,forecast
2026-01-31,Kerala,149.94531,forecast
2026-02-28,Kerala,129.40778,forecast
2026-03-31,Kerala,139.23547,forecast
2026-04-30,Kerala,135.95726,forecast
2026-05-31,Kerala,138.70961,forecast
2026-06-30,Kerala,138.30214,forecast
2026-07-31,Kerala,137.06206,forecast
2026-08-31,Kerala,147.32677,forecast
2026-09-30,Kerala,144.24565,forecast
2026-10-31,Kerala,145.23463,forecast
2026-11-30,Kerala,142.82634,forecast
2026-12-31,Kerala,137.3889,forecast
2027-01-31,Kerala,148.886,forecast
2027-02-28,Kerala,137.4403,forecast
2027-03-31,Kerala,152.37175,forecast
2027-04-30,Kerala,133.44995,forecast
2027-05-31,Kerala,144.1873,forecast
2027-06-30,Kerala,139.06387,forecast
2027-07-31,Kerala,139.26022,forecast
2027-08-31,Kerala,148.1493,forecast
2027-09-30,Kerala,137.4697,forecast
2027-10-31,Kerala,149.21521,forecast
2027-11-30,Kerala,143.75345,forecast
2027-12-31,Kerala,137.83548,forecast
2028-01-31,Kerala,147.1778,forecast
2028-02-29,Kerala,137.4403,forecast
2028-03-31,Kerala,152.24661,forecast
2028-04-30,Kerala,134.30545,forecast
2028-05-31,Kerala,144.1873,forecast
2028-06-30,Kerala,139.06387,forecast
2028-07-31,Kerala,136.20656,forecast
2028-08-31,Kerala,148.1493,forecast
2028-09-30,Kerala,137.4697,forecast
2028-10-31,Kerala,148.05319,forecast
2028-11-30,Kerala,143.75345,forecast
2028-12-31,Kerala,137.83548,forecast
2029-01-31,Kerala,147.97975,forecast
2029-02-28,Kerala,137.4403,forecast
2029-03-31,Kerala,152.24661,forecast
2029-04-30,Kerala,133.44995,forecast
2029-05-31,Kerala,144.1873,forecast
2029-06-30,Kerala,139.06387,forecast
2029-07-31,Kerala,139.26022,forecast
2029-08-31,Kerala,148.1493,forecast
2029-09-30,Kerala,137.4697,forecast
2029-10-31,Kerala,149.21521,forecast
2029-11-30,Kerala,143.75345,forecast
2029-12-31,Kerala,137.83548,forecast
2030-01-31,Kerala,147.1778,forecast
2030-02-28,Kerala,137.4403,forecast
2030-03-31,Kerala,152.24661,forecast
2030-04-30,Kerala,134.30545,forecast
2030-05-31,Kerala,144.1873,forecast
2030-06-30,Kerala,139.06387,forecast
2030-07-31,Kerala,136.20656,forecast
2030-08-31,Kerala,148.1493,forecast
2030-09-30,Kerala,137.4697,forecast
2030-10-31,Kerala,148.05319,forecast
2030-11-30,Kerala,143.75345,forecast
2030-12-31,Kerala,137.83548,forecast
2026-01-31,Andhra Pradesh,95.54481,forecast
2026-02-28,Andhra Pradesh,81.409515,forecast
2026-03-31,Andhra Pradesh,85.4159,forecast
2026-04-30,Andhra Pradesh,74.52897,forecast
2026-05-31,Andhra Pradesh,69.142265,forecast
2026-06-30,Andhra Pradesh,72.66853,forecast
2026-07-31,Andhra Pradesh,73.38685,forecast
2026-08-31,Andhra Pradesh,73.63225,forecast
2026-09-30,Andhra Pradesh,71.95248,forecast
2026-10-31,Andhra Pradesh,75.27912,forecast
2026-11-30,Andhra Pradesh,70.36682,forecast
2026-12-31,Andhra Pradesh,74.86304,forecast
2027-01-31,Andhra Pradesh,70.3017,forecast
2027-02-28,Andhra Pradesh,69.27456,forecast
2027-03-31,Andhra Pradesh,75.0027,forecast
2027-04-30,Andhra Pradesh,69.795235,forecast
2027-05-31,Andhra Pradesh,68.66058,forecast
2027-06-30,Andhra Pradesh,73.115845,forecast
2027-07-31,Andhra Pradesh,68.9271,forecast
2027-08-31,Andhra Pradesh,75.76191,forecast
2027-09-30,Andhra Pradesh,71.65305,forecast
2027-10-31,Andhra Pradesh,72.741974,forecast
2027-11-30,Andhra Pradesh,73.79369,forecast
2027-12-31,Andhra Pradesh,74.95683,forecast
2028-01-31,Andhra Pradesh,63.942673,forecast
2028-02-29,Andhra Pradesh,73.96086,forecast
2028-03-31,Andhra Pradesh,70.27811,forecast
2028-04-30,Andhra Pradesh,68.730095,forecast
2028-05-31,Andhra Pradesh,70.413475,forecast
2028-06-30,Andhra Pradesh,69.1207,forecast
2028-07-31,Andhra Pradesh,74.70783,forecast
2028-08-31,Andhra Pradesh,73.4439,forecast
2028-09-30,Andhra Pradesh,69.9377,forecast
2028-10-31,Andhra Pradesh,74.57491,forecast
2028-11-30,Andhra Pradesh,70.67289,forecast
2028-12-31,Andhra Pradesh,74.24567,forecast
2029-01-31,Andhra Pradesh,67.36325,forecast
2029-02-28,Andhra Pradesh,72.481514,forecast
2029-03-31,Andhra Pradesh,71.795746,forecast
2029-04-30,Andhra Pradesh,71.44114,forecast
2029-05-31,Andhra Pradesh,65.45363,forecast
2029-06-30,Andhra Pradesh,73.813995,forecast
2029-07-31,Andhra Pradesh,68.04368,forecast
2029-08-31,Andhra Pradesh,76.37928,forecast
2029-09-30,Andhra Pradesh,67.951164,forecast
2029-10-31,Andhra Pradesh,75.94893,forecast
2029-11-30,Andhra Pradesh,73.56246,forecast
2029-12-31,Andhra Pradesh,74.95683,forecast
2030-01-31,Andhra Pradesh,66.08986,forecast
2030-02-28,Andhra Pradesh,72.1364,forecast
2030-03-31,Andhra Pradesh,70.91232,forecast
2030-04-30,Andhra Pradesh,71.44114,forecast
2030-05-31,Andhra Pradesh,68.78204,forecast
2030-06-30,Andhra Pradesh,71.54339,forecast
2030-07-31,Andhra Pradesh,70.66093,forecast
2030-08-31,Andhra Pradesh,73.172325,forecast
2030-09-30,Andhra Pradesh,69.9377,forecast
2030-10-31,Andhra Pradesh,75.94893,forecast
2030-11-30,Andhra Pradesh,69.784065,forecast
2030-12-31,Andhra Pradesh,77.45262,forecast
2026-01-31,Chhattisgarh,86.30493,forecast
2026-02-28,Chhattisgarh,58.92145,forecast
2026-03-31,Chhattisgarh,66.61232,forecast
2026-04-30,Chhattisgarh,59.017174,forecast
2026-05-31,Chhattisgarh,58.607464,forecast
2026-06-30,Chhattisgarh,59.105774,forecast
2026-07-31,Chhattisgarh,65.57325,forecast
2026-08-31,Chhattisgarh,63.35306,forecast
2026-09-30,Chhattisgarh,63.44848,forecast
2026-10-31,Chhattisgarh,62.71468,forecast
2026-11-30,Chhattisgarh,63.28061,forecast
2026-12-31,Chhattisgarh,61.974213,forecast
2027-01-31,Chhattisgarh,57.30209,forecast
2027-02-28,Chhattisgarh,55.62635,forecast
2027-03-31,Chhattisgarh,63.50275,forecast
2027-04-30,Chhattisgarh,57.841026,forecast
2027-05-31,Chhattisgarh,54.36345,forecast
2027-06-30,Chhattisgarh,53.34093,forecast
2027-07-31,Chhattisgarh,62.09391,forecast
2027-08-31,Chhattisgarh,61.40659,forecast
2027-09-30,Chhattisgarh,63.414234,forecast
2027-10-31,Chhattisgarh,63.540085,forecast
2027-11-30,Chhattisgarh,63.28061,forecast
2027-12-31,Chhattisgarh,62.95927,forecast
2028-01-31,Chhattisgarh,55.389847,forecast
2028-02-29,Chhattisgarh,55.49217,forecast
2028-03-31,Chhattisgarh,63.50275,forecast
2028-04-30,Chhattisgarh,55.894547,forecast
2028-05-31,Chhattisgarh,55.582703,forecast
2028-06-30,Chhattisgarh,56.411884,forecast
2028-07-31,Chhattisgarh,62.428814,forecast
2028-08-31,Chhattisgarh,61.40659,forecast
2028-09-30,Chhattisgarh,65.36069,forecast
2028-10-31,Chhattisgarh,63.540085,forecast
2028-11-30,Chhattisgarh,63.28061,forecast
2028-12-31,Chhattisgarh,63.118923,forecast
2029-01-31,Chhattisgarh,55.389847,forecast
2029-02-28,Chhattisgarh,55.49217,forecast
2029-03-31,Chhattisgarh,63.50275,forecast
2029-04-30,Chhattisgarh,55.894547,forecast
2029-05-31,Chhattisgarh,55.582703,forecast
2029-06-30,Chhattisgarh,56.411884,forecast
2029-07-31,Chhattisgarh,62.428814,forecast
2029-08-31,Chhattisgarh,61.40659,forecast
2029-09-30,Chhattisgarh,65.36069,forecast
2029-10-31,Chhattisgarh,63.540085,forecast
2029-11-30,Chhattisgarh,63.28061,forecast
2029-12-31,Chhattisgarh,63.118923,forecast
2030-01-31,Chhattisgarh,55.389847,forecast
2030-02-28,Chhattisgarh,55.49217,forecast
2030-03-31,Chhattisgarh,63.50275,forecast
2030-04-30,Chhattisgarh,55.894547,forecast
2030-05-31,Chhattisgarh,55.582703,forecast
2030-06-30,Chhattisgarh,56.411884,forecast
2030-07-31,Chhattisgarh,62.428814,forecast
2030-08-31,Chhattisgarh,61.40659,forecast
2030-09-30,Chhattisgarh,65.36069,forecast
2030-10-31,Chhattisgarh,63.540085,forecast
2030-11-30,Chhattisgarh,63.28061,forecast
2030-12-31,Chhattisgarh,63.118923,forecast
2026-01-31,Gujarat,85.86352,forecast
2026-02-28,Gujarat,61.598614,forecast
2026-03-31,Gujarat,68.92825,forecast
2026-04-30,Gujarat,61.825222,forecast
2026-05-31,Gujarat,63.476006,forecast
2026-06-30,Gujarat,63.412636,forecast
2026-07-31,Gujarat,70.10843,forecast
2026-08-31,Gujarat,67.533195,forecast
2026-09-30,Gujarat,69.2742,forecast
2026-10-31,Gujarat,69.62088,forecast
2026-11-30,Gujarat,69.36141,forecast
2026-12-31,Gujarat,69.040054,forecast
2027-01-31,Gujarat,60.650032,forecast
2027-02-28,Gujarat,61.680164,forecast
2027-03-31,Gujarat,66.60465,forecast
2027-04-30,Gujarat,61.778515,forecast
2027-05-31,Gujarat,59.92618,forecast
2027-06-30,Gujarat,60.07852,forecast
2027-07-31,Gujarat,67.04537,forecast
2027-08-31,Gujarat,69.50983,forecast
2027-09-30,Gujarat,69.50983,forecast
2027-10-31,Gujarat,69.62088,forecast
2027-11-30,Gujarat,68.93285,forecast
2027-12-31,Gujarat,69.040054,forecast
2028-01-31,Gujarat,60.650032,forecast
2028-02-29,Gujarat,61.680164,forecast
2028-03-31,Gujarat,66.60465,forecast
2028-04-30,Gujarat,61.778515,forecast
2028-05-31,Gujarat,59.92618,forecast
2028-06-30,Gujarat,60.07852,forecast
2028-07-31,Gujarat,67.04537,forecast
2028-08-31,Gujarat,69.50983,forecast
2028-09-30,Gujarat,69.50983,forecast
2028-10-31,Gujarat,69.62088,forecast
2028-11-30,Gujarat,68.93285,forecast
2028-12-31,Gujarat,69.040054,forecast
2029-01-31,Gujarat,60.650032,forecast
2029-02-28,Gujarat,61.680164,forecast
2029-03-31,Gujarat,66.60465,forecast
2029-04-30,Gujarat,61.778515,forecast
2029-05-31,Gujarat,59.92618,forecast
2029-06-30,Gujarat,60.07852,forecast
2029-07-31,Gujarat,67.04537,forecast
2029-08-31,Gujarat,69.50983,forecast
2029-09-30,Gujarat,69.50983,forecast
2029-10-31,Gujarat,69.62088,forecast
2029-11-30,Gujarat,68.93285,forecast
2029-12-31,Gujarat,69.040054,forecast
2030-01-31,Gujarat,60.650032,forecast
2030-02-28,Gujarat,61.680164,forecast
2030-03-31,Gujarat,66.60465,forecast
2030-04-30,Gujarat,61.778515,forecast
2030-05-31,Gujarat,59.92618,forecast
2030-06-30,Gujarat,60.07852,forecast
2030-07-31,Gujarat,67.04537,forecast
2030-08-31,Gujarat,69.50983,forecast
2030-09-30,Gujarat,69.50983,forecast
2030-10-31,Gujarat,69.62088,forecast
2030-11-30,Gujarat,68.93285,forecast
2030-12-31,Gujarat,69.040054,forecast
2026-01-31,Odisha,137.5247,forecast
2026-02-28,Odisha,122.9431,forecast
2026-03-31,Odisha,122.95676,forecast
2026-04-30,Odisha,130.12318,forecast
2026-05-31,Odisha,130.7683,forecast
2026-06-30,Odisha,135.50537,forecast
2026-07-31,Odisha,140.1291,forecast
2026-08-31,Odisha,144.12373,forecast
2026-09-30,Odisha,142.12602,forecast
2026-10-31,Odisha,142.73709,forecast
2026-11-30,Odisha,142.15552,forecast
2026-12-31,Odisha,140.55028,forecast
2027-01-31,Odisha,136.56786,forecast
2027-02-28,Odisha,140.82077,forecast
2027-03-31,Odisha,149.00883,forecast
2027-04-30,Odisha,143.01598,forecast
2027-05-31,Odisha,139.04395,forecast
2027-06-30,Odisha,136.86345,forecast
2027-07-31,Odisha,139.7898,forecast
2027-08-31,Odisha,145.7629,forecast
2027-09-30,Odisha,135.14975,forecast
2027-10-31,Odisha,146.06584,forecast
2027-11-30,Odisha,143.41273,forecast
2027-12-31,Odisha,140.75552,forecast
2028-01-31,Odisha,135.64075,forecast
2028-02-29,Odisha,132.54225,forecast
2028-03-31,Odisha,148.08173,forecast
2028-04-30,Odisha,134.10672,forecast
2028-05-31,Odisha,139.86566,forecast
2028-06-30,Odisha,136.86345,forecast
2028-07-31,Odisha,139.54848,forecast
2028-08-31,Odisha,144.01324,forecast
2028-09-30,Odisha,135.14975,forecast
2028-10-31,Odisha,145.13873,forecast
2028-11-30,Odisha,142.97806,forecast
2028-12-31,Odisha,140.75552,forecast
2029-01-31,Odisha,135.64075,forecast
2029-02-28,Odisha,140.82077,forecast
2029-03-31,Odisha,148.08173,forecast
2029-04-30,Odisha,134.10672,forecast
2029-05-31,Odisha,139.80655,forecast
2029-06-30,Odisha,136.86345,forecast
2029-07-31,Odisha,139.54848,forecast
2029-08-31,Odisha,145.7629,forecast
2029-09-30,Odisha,135.14975,forecast
2029-10-31,Odisha,145.13873,forecast
2029-11-30,Odisha,143.41273,forecast
2029-12-31,Odisha,140.75552,forecast
2030-01-31,Odisha,135.64075,forecast
2030-02-28,Odisha,132.54225,forecast
2030-03-31,Odisha,148.08173,forecast
2030-04-30,Odisha,134.10672,forecast
2030-05-31,Odisha,139.86566,forecast
2030-06-30,Odisha,136.86345,forecast
2030-07-31,Odisha,139.54848,forecast
2030-08-31,Odisha,144.01324,forecast
2030-09-30,Odisha,135.14975,forecast
2030-10-31,Odisha,145.13873,forecast
2030-11-30,Odisha,142.97806,forecast
2030-12-31,Odisha,140.75552,forecast
2025-12-30,Tripura,8.269365,forecast
2026-01-30,Tripura,11.476587,forecast
2026-02-28,Tripura,12.136914,forecast
2026-03-30,Tripura,15.590717,forecast
2026-04-30,Tripura,14.149383,forecast
2026-05-30,Tripura,14.617834,forecast
2026-06-30,Tripura,13.674599,forecast
2026-07-30,Tripura,14.442258,forecast
2026-08-30,Tripura,14.566188,forecast
2026-09-30,Tripura,14.825727,forecast
2026-10-30,Tripura,14.739171,forecast
2026-11-30,Tripura,14.965142,forecast
2026-12-30,Tripura,14.832675,forecast
2027-01-30,Tripura,12.309848,forecast
2027-02-28,Tripura,12.878693,forecast
2027-03-30,Tripura,16.482327,forecast
2027-04-30,Tripura,14.181688,forecast
2027-05-30,Tripura,14.020295,forecast
2027-06-30,Tripura,13.0314245,forecast
2027-07-30,Tripura,14.742944,forecast
2027-08-30,Tripura,14.866874,forecast
2027-09-30,Tripura,14.825727,forecast
2027-10-30,Tripura,14.739171,forecast
2027-11-30,Tripura,14.965142,forecast
2027-12-30,Tripura,14.832675,forecast
2028-01-30,Tripura,12.309848,forecast
2028-02-29,Tripura,12.878693,forecast
2028-03-30,Tripura,16.482327,forecast
2028-04-30,Tripura,14.181688,forecast
2028-05-30,Tripura,14.020295,forecast
2028-06-30,Tripura,13.0314245,forecast
2028-07-30,Tripura,14.742944,forecast
2028-08-30,Tripura,14.866874,forecast
2028-09-30,Tripura,14.825727,forecast
2028-10-30,Tripura,14.739171,forecast
2028-11-30,Tripura,14.965142,forecast
2028-12-30,Tripura,14.832675,forecast
2029-01-30,Tripura,12.309848,forecast
2029-02-28,Tripura,12.878693,forecast
2029-03-30,Tripura,16.482327,forecast
2029-04-30,Tripura,14.181688,forecast
2029-05-30,Tripura,14.020295,forecast
2029-06-30,Tripura,13.0314245,forecast
2029-07-30,Tripura,14.742944,forecast
2029-08-30,Tripura,14.866874,forecast
2029-09-30,Tripura,14.825727,forecast
2029-10-30,Tripura,14.739171,forecast
2029-11-30,Tripura,14.965142,forecast
2029-12-30,Tripura,14.832675,forecast
2030-01-30,Tripura,12.309848,forecast
2030-02-28,Tripura,12.878693,forecast
2030-03-30,Tripura,16.482327,forecast
2030-04-30,Tripura,14.181688,forecast
2030-05-30,Tripura,14.020295,forecast
2030-06-30,Tripura,13.0314245,forecast
2030-07-30,Tripura,14.742944,forecast
2030-08-30,Tripura,14.866874,forecast
2030-09-30,Tripura,14.825727,forecast
2030-10-30,Tripura,14.739171,forecast
2030-11-30,Tripura,14.965142,forecast
2026-01-31,Uttarakhand,24.92108,forecast
2026-02-28,Uttarakhand,22.8985,forecast
2026-03-31,Uttarakhand,30.139912,forecast
2026-04-30,Uttarakhand,24.767244,forecast
2026-05-31,Uttarakhand,26.499512,forecast
2026-06-30,Uttarakhand,27.154207,forecast
2026-07-31,Uttarakhand,29.359701,forecast
2026-08-31,Uttarakhand,28.778605,forecast
2026-09-30,Uttarakhand,28.405672,forecast
2026-10-31,Uttarakhand,28.891819,forecast
2026-11-30,Uttarakhand,29.926102,forecast
2026-12-31,Uttarakhand,30.117752,forecast
2027-01-31,Uttarakhand,23.318108,forecast
2027-02-28,Uttarakhand,23.557781,forecast
2027-03-31,Uttarakhand,29.501287,forecast
2027-04-30,Uttarakhand,26.365852,forecast
2027-05-31,Uttarakhand,27.024921,forecast
2027-06-30,Uttarakhand,27.47734,forecast
2027-07-31,Uttarakhand,29.359701,forecast
2027-08-31,Uttarakhand,28.446962,forecast
2027-09-30,Uttarakhand,28.405672,forecast
2027-10-31,Uttarakhand,29.258545,forecast
2027-11-30,Uttarakhand,30.178707,forecast
2027-12-31,Uttarakhand,28.940817,forecast
2028-01-31,Uttarakhand,24.495049,forecast
